images,mtype,name,package_volume,price,sku,subtype,type,volume,weight
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/070652652346.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/070652652346.jpg']",household/kitchen/cups-plates-utensils,"Arrow Jug, H2O Mini - 18 oz",NonexNonexNone,$2.59 per EACH  (on regular retail),0332249,cups-plates-utensils,household,3.5 inchesx6.3 inchesx3.35 inches,18 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/073287612051.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/073287612051.jpg']",household/kitchen/cups-plates-utensils,Sunbeam Bamboo Skewers - 100 ct,NonexNonexNone,2.99,0334572,cups-plates-utensils,household,1 inchesx1 inchesx1 inches,0.4677 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/070652651349.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/070652651349.jpg']",household/kitchen/cups-plates-utensils,H2O On-The-Go Sport Bottle - 1 lt,NonexNonexNone,4.49,0346714,cups-plates-utensils,household,4 inchesx7.75 inchesx4 inches,0.375 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448949_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448949_1.jpg']",household/kitchen/cups-plates-utensils,"Big Win Printed Bowls, 20 oz - 24 Ct",NonexNonexNone,3.79,8021417,cups-plates-utensils,household,7.5 inchesx2.95 inchesx7.6 inches,0.67 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036160_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036160_1.jpg']",household/kitchen/cups-plates-utensils,Rite Aid Home Refillable Chug Bottle - 20 oz,NonexNonexNone,3.19,0425921,cups-plates-utensils,household,2.25 inchesx8.25 inchesx2.5 inches,0.21 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822449403.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822449403.jpg']",household/kitchen/cups-plates-utensils,Rite Aid Blender Bottle Classic - 28 fl oz,NonexNonexNone,9.99,8019155,cups-plates-utensils,household,3.7 inchesx3.7 inchesx8.4 inches,5.3 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036818_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036818_1.jpg']",household/kitchen/cups-plates-utensils,Rite Aid Home Refillable Juice Box - 8 oz,NonexNonexNone,3.39,0425923,cups-plates-utensils,household,3 inchesx4.75 inchesx2 inches,8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448840.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448840.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448840_2.jpg']",household/kitchen/cups-plates-utensils,Big Win Flexible Plastic Straws - 100 ct,NonexNonexNone,2.99,8022403,cups-plates-utensils,household,3.25 inchesx2.4 inchesx7.95 inches,100 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448864.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448864.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448864_2.jpg']",household/kitchen/cups-plates-utensils,Big Win Heavy Duty Spoons - 24 ct,NonexNonexNone,1.99,8021553,cups-plates-utensils,household,3.85 inchesx1.5 inchesx6 inches,24 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448857.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448857.jpg']",household/kitchen/cups-plates-utensils,Big Win Heavy Duty Forks - 24 ct,NonexNonexNone,1.99,8021554,cups-plates-utensils,household,3.8 inchesx1.8 inchesx6.4 inches,0.225 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616638.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616638.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616638_2.jpg']",household/kitchen/cups-plates-utensils,Big Win Crystal Clear Forks - 24 ct,NonexNonexNone,2.79,0361663,cups-plates-utensils,household,4.9 inchesx1.3 inchesx7.4 inches,0.47 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448833.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448833.jpg']",household/kitchen/cups-plates-utensils,Big Win Crystal Cutlery Mix - 24 ct,NonexNonexNone,2.79,8021932,cups-plates-utensils,household,4.4 inchesx1.95 inchesx8.35 inches,24 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448987.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448987.jpg']",household/kitchen/cups-plates-utensils,"Big Win Red Cups, 16 oz - 20 ct",NonexNonexNone,2.99,8021419,cups-plates-utensils,household,4.8 inchesx5.15 inchesx10.45 inches,20 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_4.jpg']",household/kitchen/cups-plates-utensils,Big Win Everyday Napkins - 120 ct,NonexNonexNone,1.59,8021403,cups-plates-utensils,household,11.625 inchesx6.25 inchesx3.5 inches,0.47 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307703.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307703.jpg']",household/kitchen/cups-plates-utensils,"Big Win Red Cups, 18 fl oz - 50 ct",NonexNonexNone,5.99,0372640,cups-plates-utensils,household,8.3 inchesx4.3 inchesx11.95 inches,18 fluid oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/072697229101.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/072697229101.jpg']",household/kitchen/cups-plates-utensils,"Homz Swivel Shower Mirror, Suction Lock - 1 ct",24 inchesx12 inchesx18 inches,12.99,0513838,cups-plates-utensils,household,6.18 x1.35 x11 ,0.4208 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333436721.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333436721.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Coffeemaker, Durable, 12 Cup Capacity, 1 coffeemaker",10.5 inchesx12.5 inchesx9.1 inches,$36.99 per EACH  (on regular retail),8011776,coffee-makers-appliances,household,10.8 inchesx9.05 inchesx12.55 inches,3.6 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333375341.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333375341.jpg']",household/kitchen/coffee-makers-appliances,"Proctor-Silex Rice Cooker, Durable, 8 Cup",9.1 inchesx7.6 inchesx8.9 inches,21.99,8012689,coffee-makers-appliances,household,9.1 inchesx9.1 inchesx7.85 inches,3.9 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094499700.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094499700.jpg']",household/kitchen/coffee-makers-appliances,"Hamilton Beach Personal Cup Pod Brewer, 1 Cup, 1 coffeemaker",NonexNonexNone,22.99,0360073,coffee-makers-appliances,household,9.1 inchesx5.7 inchesx9.5 inches,1 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094511013.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094511013.jpg']",household/kitchen/coffee-makers-appliances,"Hamilton Beach Blender, Single Serve with Travel Lid - 1 ct",NonexNonexNone,19.99,0361446,coffee-makers-appliances,household,5.27 x4.18 x11.62 ,2.05 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094704507.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0365381.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094704507.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094704507_1.jpg']",household/kitchen/coffee-makers-appliances,"Hamilton Beach Food Processor, 8-Cup Bowl, 1 processor",11 inchesx13.5 inchesx9 inches,39.99,0365381,coffee-makers-appliances,household,13.2 inchesx8.6 inchesx10.5 inches,6.97 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333246108.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/8017468_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333246108.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Toaster, Durable, 4 Slice",11.3 inchesx10.5 inchesx7.6 inches,$28.99 per EACH  (on regular retail),8017468,coffee-makers-appliances,household,7.6 inchesx4.5 inchesx5.3 inches,4.925 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333332757.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0339114.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333332757.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Slow Cooker, Durable, 3qt Capacity",11.8 inchesx11.6 inchesx9.1 inches,29.99,0339114,coffee-makers-appliances,household,11.75 inchesx8.75 inchesx11.8 inches,8 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000807209.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000807209.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000807209_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000807209_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000807209_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000807209_5.jpg']",household/kitchen/coffee-makers-appliances,"Cascade Platinum ActionPacs, Dishwasher Detergent, Fresh Scent - 21 ct",NonexNonexNone,9.99,0385913,coffee-makers-appliances,household,3.54 inchesx7.09 inchesx8.74 inches,21 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000984696.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000984696.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000984696_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000984696_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000984696_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000984696_5.jpg']",household/kitchen/coffee-makers-appliances,"Cascade Complete Actionpacs, Dishwasher Detergent, Fresh Scent - 38 ct",NonexNonexNone,13.99,0385914,coffee-makers-appliances,household,5.51 inchesx6.73 inchesx4.49 inches,38 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000880523.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000880523.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000880523_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000880523_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000880523_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000880523_5.jpg']",household/kitchen/coffee-makers-appliances,"Cascade Complete ActionPacs, Dishwasher Detergent, Fresh Scent - 27 ct",NonexNonexNone,9.99,0385910,coffee-makers-appliances,household,3.54 inchesx7.09 inchesx8.74 inches,27 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333907153.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333907153.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Kettle, Electric, 1lt Capacity",7.4 inchesx9.3 inchesx5.1 inches,17.99,0339113,coffee-makers-appliances,household,7.4 x4.85 x9.2 ,1.5 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0365368MrCoffeeT120701.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0365368MrCoffeeT120701.jpg']",household/kitchen/coffee-makers-appliances,"Mr Coffee Coffeemaker, Switch 1 coffeemaker",NonexNonexNone,21.99,0365368,coffee-makers-appliances,household,8.75 x7 x10.15 ,2.875 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333436714.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/8011780.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333436714.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333436714_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333436714_2.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Durable Coffeemaker, 12 Cup Capacity, White, 1 coffeemaker",NonexNonexNone,$36.99 per EACH  (on regular retail),8011780,coffee-makers-appliances,household,10.75 inchesx9.15 inchesx12.6 inches,5.575 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333331507.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333331507.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333331507_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333331507_2.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Slow Cooker, Durable, 1.5 Quart 1 slow cooker",NonexNonexNone,$17.99 per EACH  (on regular retail),0364962,coffee-makers-appliances,household,9.25 inchesx9.3 inchesx9.3 inches,5.35 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333916001.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0388063.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333916001.jpg']",household/kitchen/coffee-makers-appliances,Proctor Silex Coffee Grinder,NonexNonexNone,15.99,0388063,coffee-makers-appliances,household,4.14 inchesx3.7 inchesx7.25 inches,1.55 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333252185.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333252185.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Grill, Compact 1 grill",9.4 inchesx7.2 inchesx4.1 inches,19.99,2012445,coffee-makers-appliances,household,9.61 inchesx4 inchesx7.12 inches,2.5 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094481361.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/8003498.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/040094481361.jpg']",household/kitchen/coffee-makers-appliances,"Hamilton Beach Coffeemaker, 5 Cup 1 coffeemaker",9.4 inchesx11.2 inchesx7 inches,29.99,8003498,coffee-makers-appliances,household,2.75 inchesx8.6 inchesx5.6 inches,3.4 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333752241.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333752241.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333752241_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333752241_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333752241_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333752241_4.jpg']",household/kitchen/coffee-makers-appliances,Proctor Silex Can Opener 1 can opener,NonexNonexNone,14.99,0364964,coffee-makers-appliances,household,5.6 inchesx4.5 inchesx8.32 inches,1.9875 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333260081.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333260081.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Belgian Waffle Baker, Durable 1 baker",NonexNonexNone,$19.99 per EACH  (on regular retail),0364967,coffee-makers-appliances,household,10.9 inchesx4.6 inchesx10.25 inches,3.7 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333226117.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333226117.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333226117_1.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Toaster, 2 Slice, White Sides, Chrome 1 toaster",NonexNonexNone,15.99,8017467,coffee-makers-appliances,household,NonexNonexNone,2.8 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333435014.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/0051839.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333435014.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022333435014_1.jpg']",household/kitchen/coffee-makers-appliances,"Proctor Silex Durable Coffeemaker, 12 Cups",8.6 inchesx12.5 inchesx11.8 inches,18.99,0051839,coffee-makers-appliances,household,10.65 inchesx8.25 inchesx11.75 inches,3.9 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976165.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976165.jpg']",household/kitchen/cleaning-supplies,Gain Ultra Island Fresh Scent Dishwashing Liquid 8 fl. oz. Squeeze Bottle,NonexNonexNone,1.69,8022074,cleaning-supplies,household,1.85 x2.95 x6.46 ,8 fluid oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000976158.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000976158.jpg']",household/kitchen/cleaning-supplies,"Gain Ultra Dishwashing Liquid Dish Soap, Hawaiian Aloha, 8 fl oz",NonexNonexNone,1.69,8022116,cleaning-supplies,household,1.85 inchesx2.95 inchesx6.46 inches,0.55 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973904.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973904.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973904_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973904_2.jpg']",household/kitchen/cleaning-supplies,"Dawn Ultra Antibacterial Dishwashing Liquid, Orange, 8 fl oz",NonexNonexNone,1.79,8022078,cleaning-supplies,household,1.85 x2.95 x6.41 ,8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973898.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973898.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973898_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973898_2.jpg']",household/kitchen/cleaning-supplies,Ultra Dawn Escapes Dishwashing Liquid Dish Soap Mediterrean Lavender 8 oz,NonexNonexNone,1.79,8022077,cleaning-supplies,household,1.85 x2.95 x6.46 ,8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973881.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973881.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973881_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973881_2.jpg']",household/kitchen/cleaning-supplies,Ultra Dawn Escapes Dishwashing Liquid Dish Soap New Zealand Springs 8 oz,NonexNonexNone,1.79,8022076,cleaning-supplies,household,1.85 x2.95 x6.46 ,8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973799.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973799.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973799_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973799_2.jpg']",household/kitchen/cleaning-supplies,"Dawn Ultra Antibacterial Hand Soap, Dishwashing Liquid Dish Soap Apple Blossom 8 oz",NonexNonexNone,1.79,8022081,cleaning-supplies,household,1.85 x2.95 x6.46 ,8 oz
